,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
423,"thinks keep profile pic tan lines fade, ever happens.",1,1,0,0,1
424,stressed... great tickets game! row 1 baby! woot!,1,1,0,0,1
425,"got jersy *propname*, clean car mother, free portfolio sister! shabby unexciting 22nd birthday. laughing big grin laugh glasses thank everyone!",1,1,0,0,1
426,dealing crazy people day... a&a ppl: forget lecture tonight! sure though... tongue sticking cheeky playful blowing raspberry,1,1,0,0,1
427,>.<,1,1,0,0,1
428,absolutely hates autocad.  still architecture?,1,1,0,0,1
429,come ut: need touchdown!,1,1,0,0,1
430,blah blah blah....but... tgif!!! happy weekend everyone!!!,1,1,0,0,1
431,goddamnit!!!! fuck lincoln!!! kick higher! guy took helmit! re-kick! bs this? aaaarrrrg!!!!!!,1,1,0,0,1
432,"realized song ""all want make love you"" heart woman picking stranger seducing order get child... wha?",1,1,0,0,1
433,gaaaarrrg!!!,1,1,0,0,1
434,would like bash head concrete wall.,1,1,0,0,1
435,knoxville break. >.<',1,1,0,0,1
436,a;lkdhoarjenfpreoijn,1,1,0,0,1
437,post halloween pictures... eventually.,1,1,0,0,1
438,come realization hate architecture. hate it. integrations worst experience ever. happy passing c.,1,1,0,0,1
439,hopes drawings finished exactly one week now... let us see works out...,1,1,0,0,1
440,...?,1,1,0,0,1
441,inactive.,1,1,0,0,1
442,"upset.  *propname* ditched appointment made, waited office hour, probably never get talk her.  wish would actually job stead taking 5 hour lunch breaks leaving early.... bitch.",1,1,0,0,1
443,hungry.,1,1,0,0,1
444,needs suck up.,1,1,0,0,1
445,"due lack anyone interested life updates, write delude someone wiill read later actually care...  got new phone yesterday: palm treo.  pay $30 mo extra use it, able use interwebz white bluff.  30 dollars fair price put cabin fever prevention. maybe tweet too. tongue sticking cheeky playful blowing raspberry",1,1,0,0,1
446,*propname* made today... waited half hour past appointment time. sheesh. *propname* awesome enough let hot chocolate happy face smiley,1,1,0,0,1
447,knoxilla days. trying get germany thing settled. still. garg!,1,1,0,0,1
448,got skype. name: ljacocke,1,1,0,0,1
449,way nola!,1,1,1,1,1
450,studying cramping style...,1,1,1,1,1
451,everyone listen funhouse...best record heard long time!,1,1,1,1,1
452,wishing lovely *propname* happy birthday!,1,1,1,1,1
453,working ocb two months now! cannot wait!,1,1,1,1,1
454,cannot believe court allowing press publish photos mj's kids....,1,1,1,1,1
455,moving back nola first...so little time,1,1,1,1,1
456,wishing friend best luck louisian bar exam!,1,1,1,1,1
457,law graduates prayer: god...if much ask... may pass bar?,1,1,1,1,1
458,"excited see *propname* *propname* tonight, run *propname*, see weight fall butt!",1,1,1,1,1
459,rue,1,1,1,1,1
460,counting days till nola!,1,1,1,1,1
461,awesome fourth july,1,1,1,1,1
462,"5 days, leave waco forever!!!!!!!!!!!!!!!",1,1,1,1,1
463,finally going get car washed tomorrow!,1,1,1,1,1
464,scared pc iii bar...,1,1,1,1,1
465,hopin prayin,1,1,1,1,1
466,cannot believe wednesday already!,1,1,1,1,1
467,never getting gas work again...,1,1,1,1,1
468,hoping get driveway.,1,1,1,1,1
469,cannot wait see *propname* today!,1,1,1,1,1
470,hershey's day,1,1,1,1,1
471,'dat!,1,1,1,1,1
472,takes home monthly salary realized!,1,1,1,1,1
473,ge = finally recovering...thank jesus!,1,1,1,1,1
474,working,1,1,1,1,1
475,gettin ready tommorrow!,1,1,1,1,1
476,"getting bar application together...yes, time year again!",1,1,1,1,1
477,"going deposition, first real one ocb!",1,1,1,1,1
478,"disgusting statistic ever heartongue sticking cheeky playful blowing raspberry avg nyc model = 5'10, 110lbs....",1,1,1,1,1
479,stuyding mpre!,1,1,1,1,1
480,busy bee,1,1,1,1,1
481,great time seeing everyone ocb today!,1,1,1,1,1
482,excited see every stock portfolio outperformed market expectations!,1,1,1,1,1
483,torture= watching *propname* *propname* stock pantry 15 minutes decide get serious diet...,1,1,1,1,1
484,"icky feeling = gone. back prancing office smile, usual excessive energy//need adventure!",1,1,1,1,1
485,happy girl!,1,1,1,1,1
486,rain ruining plans...,1,1,1,1,1
487,best boss's lunch ever!,1,1,1,1,1
488,phone = dead; chat,1,1,1,1,1
489,apparently applied law school depaul today...at least tell me...,1,1,1,1,1
490,9 pounds... go away?,1,1,1,1,1
491,"personal professional lives, constantly hit one adversity other, control over. four things total control react, adapt, breathe take action.",1,1,1,1,1
492,people entertaining rappers wannabe rappers. (see *propnamewink smirk,1,1,1,1,1
493,***attention-houston area animal lovers! montgomery county animal shelter closing tomorrow. adopt free tomorrow 12-4. euthanizing animals without home!!! go & save life!! 30 cats 80 dogs left. please re-post.***,1,1,1,1,1
494,"looking join junior league new orleans, anybody know contact?",1,1,1,1,1
495,"thanking everyone birthday love. now, 'bout saints!? need place//people watch tonight... takers?",1,1,1,1,1
496,"exact words renewing dl: me: oh no, take license, 25th b-day. going get bar? dmv: going give new one me: but, picture stuff it.  dmv:  hold up, take picture picture put license think. (yelling co-worker see doneconfusion yup! me: so, go bar?! dmv: (sighconfusion yeah girl!",1,1,1,1,1
497,"believing best others, dove candy wrapper says so, betch!",1,1,1,1,1
498,anyone know good place kennel dog thanksgiving// willing dogsit?,1,1,1,1,1
499,"congratulations friends, especially *propname*, passed lousiana bar, not, taking barbri february...so study together like old times!",1,1,1,1,1
500,thanksgiving!,1,1,1,1,1
501,rather enjoying last day 24 year old,1,1,1,1,1
502,enjoying beautiful sunday audubon park!,1,1,1,1,1
503,swearing in!,1,1,1,1,1
504,"studying bar, please pray",1,1,1,1,1
505,bar...,1,1,1,1,1
506,cheese fries!,1,1,1,1,1
507,happy thanksgiving!,1,1,1,1,1
508,getting ready nyc,1,1,1,1,1
509,happy new year!,1,1,1,1,1
510,"studying bar, less 1 month!",1,1,1,1,1
511,must find time go xmas shopping...ahhh!,1,1,1,1,1
512,white,1,1,1,1,1
513,"apt = clean.  now, coffee barbri!",1,1,1,1,1
514,"q: *propname* going miami watch saints win superbowl?  a: no, not, parked room studying bar exam...who idea move test two weeks?  hmmm....hmmmm... fml frown sad andry pouting",1,1,1,1,1
515,seems attracting incompetence today...,1,1,1,1,1
516,going *propname* take la bar hoping become bad statistic!,1,1,1,1,1
517,'dat!,1,1,1,1,1
518,geaux saints!,1,1,1,1,1
519,"put work last night pig n whistle. thakns came.  next week, hosting.",0,0,0,0,1
520,going dodger game!,0,0,0,0,1
521,thinks funny white best friend remembered *propname*.,0,0,0,0,1
522,trying sing king alpha's song strange land.,0,0,0,0,1
523,give dodgers full attention marginally satisfied laker victory.,0,0,0,0,1
524,lost voice cheering beloved dodgers (who way!confusion!,0,0,0,0,1
525,watching *propname* 3:15am.,0,0,0,0,1
526,believes pineapple etongue sticking cheeky playful blowing raspberryress,0,0,0,0,1
527,aced mensa practice test.,0,0,0,0,1
528,telling jokes tomorrow night pig n whistle hollywood.  7happy face smiley0pm.  $10 cover drink minimum.  effing else.,0,0,0,0,1
529,saw manny manny,0,0,0,0,1
530,good salad lunch.,0,0,0,0,1
531,lose mind account dodgers right now.,0,0,0,0,1
532,would like hang someone today.,0,0,0,0,1
533,@ summerslam!,0,0,0,0,1
534,ready show tomorrow.  pig n whistle like usual.,0,0,0,0,1
535,again.,0,0,0,0,1
536,doin it.,0,0,0,0,1
537,wants come show tonight...pig n whistle...7happy face smiley0! jokes.,0,0,0,0,1
538,wants know doin...,0,0,0,0,1
539,finding hard deal would really like sober anymore.,0,0,0,0,1
540,survived first day work!,0,0,0,0,1
541,wants come tomorrow night 7happy face smiley0pm downtown comedy club hear jokes!!,0,0,0,0,1
542,park.,0,0,0,0,1
543,crunk right now.,0,0,0,0,1
544,loves *propname* *propname* negotiations guest host wwe raw!,0,0,0,0,1
545,bought new jeans.,0,0,0,0,1
546,says hennessey dutch.  straight west coastin' son,0,0,0,0,1
547,happy getthing *propname* begging halladay.,0,0,0,0,1
548,back pig n whistle!!! 7happy face smiley0pm.  $5 + 1 drink.  funny shit.  watch thing.,0,0,0,0,1
549,: district 9 -- proof white people charge shit.,0,0,0,0,1
550,thang yesterday.  show awesome.  good times great sets...yay!,0,0,0,0,1
551,"discombobulated, yet motivated; sober, yet unclear; stirred, yet shaken.",0,0,0,0,1
552,trojans marching upward.  sooners already stopped.,0,0,0,0,1
553,"fighting old, familiar feeling.",0,0,0,0,1
554,congested somebody might die.,0,0,0,0,1
555,twitter now.  follow @ ,0,0,0,0,1
556,yet again: pig n whistle...7happy face smiley0pm...$10 cover + 0 drink minimum....la-a.   there!,0,0,0,0,1
557,wants come fucking show tonight.  7happy face smiley0. pig n whistle.,0,0,0,0,1
558,wants see asses la pig n whistle tuesday 7happy face smiley0 pm.  6714 hollywood blvd. $10. hosting motherfucking show.,0,0,0,0,1
559,great set tonight.  video clips follow!,0,0,0,0,1
560,uploading shit right now!,0,0,0,0,1
561,bought new shirt may leave hotel room.,0,0,0,0,1
562,sees reason college football needs playoffs.  fuckin eh.,0,0,0,0,1
563,taking suggestions blog post new planet jules website.  want see//hear?,0,0,0,0,1
564,made happen.  got numbers triple digits 2 days!  second clip going within hour!!  get me.,0,0,0,0,1
565,needs thirteen motherfuckers watch new video get new jokes.  ,0,0,0,0,1
566,thanks love far.  please keep watch shit!  post part 3 tonight.  put kids bed watch it.,0,0,0,0,1
567,sees path usc get back national title hunt!,0,0,0,0,1
568,post part 2 set views triple digits.  want miss next bit!,0,0,0,0,1
569,time raped.,0,0,0,0,1
570,good sports weekend los angeles.  word up.,0,0,0,0,1
571,bout dodgers son!,0,0,0,0,1
572,learned something new game played today.,0,0,0,0,1
573,viva los doyers,0,0,0,0,1
574,"hosting preshow downtown comedy club friday, next friday next saturday.  ladies' month comedy club hear boy bring out!",0,0,0,0,1
575,polishing set tonight.,0,0,0,0,1
576,wants come see tonight downtown comedy club.  bringin ladies proper!  see 8 downtown!,0,0,0,0,1
577,vicente doin work.  go doyers.,0,0,0,0,1
578,"would like meet man thought 8am acceptable time start meeting saturday.  (by meet, mean shankconfusion.",0,0,0,0,1
579,shout nobel peace prize committee.  yes can!,0,0,0,0,1
580,eel lunch.,0,0,0,0,1
581,one final part routine release.  try get sometime tomorrow.  keep watching stuff though!,0,0,0,0,1
582,trying monday tuesday.,0,0,0,0,1
583,"saw *propname* yesterday.  importantly, saw bum scream,  ""if ever touched sister would fuck up"" *propname* yesterday.",0,0,0,0,1
584,underground comedy lounge downtown la wednesday 8 downtown comedy club friday saturday 9pm.  see there!,0,0,0,0,1
585,wtf mlb playoffs?  every team advanced ridiculous 9th inning comeback story.  wow!,0,0,0,0,1
586,taking psats.,0,0,0,0,1
587,sick people good mondays.  get memo people -- supposed cursing skies! ...god bless.,0,0,0,0,1
588,neeeeeeds dodgers win series frown sad andry pouting,0,0,0,0,1
589,"wow, rainy day los angeles.  sure somewhere midget feels 6 feet tall.",0,0,0,0,1
590,inkwell cafe bk tonight tellin jokes.  9pm.  come out!,0,0,0,0,1
591,loves phillies.  hates phillies.,0,0,0,0,1
592,see downtown comedy club tonight 8pm!,0,0,0,0,1
593,got hotel new york city!,0,0,0,0,1
594,explore new school breakfast.,0,0,0,0,1
595,moment come.  bottom 9th.  wants hero??,0,0,0,0,1
596,weather new york shitty.,0,0,0,0,1
597,writin',0,0,0,0,1
598,way upset damn dodgers even really upset.,0,0,0,0,1
599,totally black girls now.,0,0,0,0,1
600,hosting *propname*'s room comic strip live friday 6!  come see superfriends rock joint preparty us!,0,0,0,0,1
601,way comic strip right now!,0,0,0,0,1
602,probably going detox soon.,0,0,0,0,1
603,ready run around aimlessly city today rain seeing happen.  glad live cali days like this.,0,0,0,0,1
604,people get ready.  change a-coming.,0,0,0,0,1
605,day week ends.,0,0,0,0,1
606,smelling 2-0 lead boys blue.  viva los doyers.,0,0,0,0,1
607,day gave *propname* one chance.,0,0,0,0,1
608,ever-tightening clamps.,0,0,0,0,1
609,*propname*'s play reading noho.  going shit!,0,0,0,0,1
610,":unplugged, disc 1, track 12.",0,0,0,0,1
611,going wrestlemania.,0,0,0,0,1
612,nothing left world today.,0,0,0,0,1
613,rebirth cappella?,0,0,0,0,1
614,day locked in.,0,0,0,0,1
615,loves anti-steroids commercials major league baseball.,0,0,0,0,1
616,thanks reliables.  therefore uploading part 4!,0,0,0,0,1
617,rafi doin work!  go dodgers!,0,0,0,0,1
618,c'mon blue!,0,0,0,0,1
619,got find someone la twist dreads.  help!,0,0,0,0,1
620,*propname*'s salon takeover!!,0,0,0,0,1
621,unerground comedy lounge tonight downtown la.   8pm.  come stand laugh.,0,0,0,0,1
622,downtown comedy club saturday.  new material.  invited.,0,0,0,0,1
623,steelers left march madness.,0,0,0,0,1
624,enjoyed show dtcc.  kudos it.,0,0,0,0,1
625,andre work,0,0,0,0,1
626,goodbye new york,0,0,0,0,1
627,stage three times week.  downtown.  yeah.,0,0,0,0,1
628,stepping back urban comedy experience wednesday.  downtown stand up!,0,0,0,0,1
629,day vacation ended.,0,0,0,0,1
630,finally got bio comedy club website.  downtown comedy club shit!,0,0,0,0,1
631,anybody want watch survivor series me?,0,0,0,0,1
632,ugh.,0,0,0,0,1
633,something new.,0,0,0,0,1
634,tiger woods car accident today.  driver always least reliable asset.,0,0,0,0,1
635,grateful.,0,0,0,0,1
636,going try whoop ass today.,0,0,0,0,1
637,long live ihop.,0,0,0,0,1
638,sheamus!,0,0,0,0,1
639,"killed tonight!  soon powers crack open door, *propname* busting mofo!  thanks support.  see downtown comedy club friday saturday.",0,0,0,0,1
640,enjoyed wild wednesdays.  big ups martini *propname*.  let us hope invite back.,0,0,0,0,1
641,*propname*'s wedding!,0,0,0,0,1
642,"jesus, guide day.",0,0,0,0,1
643,time finally took sick day.,0,0,0,0,1
644,stfo.,0,0,0,0,1
645,normal monday gloom heightened.,0,0,0,0,1
646,downtown comedy club tomorrow.  9pm.  there.,0,0,0,0,1
647,sat proctor day//stand-up comic night.  come downtown comedy club tonight see friends put work!,0,0,0,0,1
648,date mr. cooper next weekend.,0,0,0,0,1
649,line yin yang.,0,0,0,0,1
650,wrapped snuggie.,0,0,0,0,1
651,wishes new york tonight.,0,0,0,0,1
652,needs find someone twist hair start dreads.  anyone la area worthy recommendation?,0,0,0,0,1
653,strangest night.  wonder tonight top it.,0,0,0,0,1
654,really trying get last hard week work winter vacation.,0,0,0,0,1
655,wonders wants watch tlc ppv sunday.,0,0,0,0,1
656,trying figure tornado winds outside right now.  la people.  let us forget.,0,0,0,0,1
657,heard *propname*'s tragic call keep shit together live life properly. love avoid drama.,0,0,0,0,1
658,downtown comedy club weekend awesomeness continues tonight 8.,0,0,0,0,1
659,remembers gratitude specific thanksgiving involving two cool kids humboldt county new jersey massachusetts.  blessings all.,0,0,0,0,1
660,thanks god thunder f*#k.  comes vancouver.,0,0,0,0,1
661,soooo excited tlc tonight!  two ladder matches!,0,0,0,0,1
662,could almost died today.,0,0,0,0,1
663,", candy cane lane, worlds collide.",0,0,0,0,1
664,celebrating thanksgiving vacation philliedelphia.,0,0,0,0,1
665,seriously cannot figure hell wrong steelers!  frown sad andry pouting,0,0,0,0,1
666,"participating society today.  problem, free leave message receptionist have.",0,0,0,0,1
667,great time tonight.  happy kwanzaa all!,0,0,0,0,1
668,reminds socal folk bring ya asses pig n whistle tomorrow.   7happy face smiley0.  hosting.  6714 hollywood blvd.,0,0,0,0,1
